Figure Name,Food Items ,Portion Size (g),Error Checking ==>,Food Items Count,Portion Count,Equals
v322,"Pineapple,Strawberries,Blueberries","74,36,13",,3,3,True
v323,"Pineapple,Strawberries,Blueberries","74,36,13",,3,3,True
v324,"Pineapple,Strawberries,Blueberries","74,36,13",,3,3,True
v325,"Pineapple,Strawberries,Blueberries","74,36,13",,3,3,True
v326,"Pineapple,Strawberries,Blueberries","74,36,13",,3,3,True
v327,"Pineapple,Strawberries,Blueberries","74,36,13",,3,3,True
v328,"Pineapple,Strawberries,Blueberries","74,36,23",,3,3,True
v329,"Pineapple,Strawberries,Blueberries","74,36,23",,3,3,True
v330,"Pineapple,Strawberries,Blueberries","74,36,23",,3,3,True
v331,"Pineapple,Strawberries,Blueberries","74,36,23",,3,3,True
v332,"Pineapple,Strawberries,Blueberries","74,36,23",,3,3,True
v333,"Pineapple,Strawberries,Blueberries","74,36,23",,3,3,True
v334,"Pineapple,Strawberries,Blueberries","74,36,23",,3,3,True
v335,"Pineapple,Strawberries,Blueberries","74,36,23",,3,3,True
v336,"Pineapple,Strawberries,Blueberries","74,36,23",,3,3,True
v337,"Pineapple,Strawberries,Blueberries","74,36,23",,3,3,True
v338,"Pineapple,Strawberries,Blueberries","74,36,23",,3,3,True
v339,"Pineapple,Strawberries,Blueberries","74,36,23",,3,3,True
v340,Chicken Breast,119,,1,1,True
v341,Chicken Breast,119,,1,1,True
v342,Chicken Breast,119,,1,1,True
v343,Chicken Breast,119,,1,1,True
v344,"Chicken Breast,Pineapple","119,30",,2,2,True
v345,"Chicken Breast,Pineapple","119,30",,2,2,True
v346,"Chicken Breast,Pineapple","119,30",,2,2,True
v347,"Chicken Breast,Pineapple","119,30",,2,2,True
v348,"Chicken Breast,Pineapple","119,30",,2,2,True
v349,"Chicken Breast,Pineapple","119,30",,2,2,True
v350,"Chicken Breast,Pineapple","119,30",,2,2,True
v351,"Chicken Breast,Pineapple","119,43",,2,2,True
v352,"Chicken Breast,Pineapple","119,43",,2,2,True
v353,"Chicken Breast,Pineapple","119,43",,2,2,True
v354,"Chicken Breast,Pineapple","119,74",,2,2,True
v355,"Chicken Breast,Pineapple,Blueberries","119,74,23",,3,3,True
v356,"Chicken Breast,Pineapple,Blueberries","119,74,23",,3,3,True
v357,"Chicken Breast,Pineapple,Blueberries","119,74,23",,3,3,True
v358,"Chicken Breast,Pineapple,Blueberries","119,74,23",,3,3,True
v359,"Chicken Breast,Pineapple,Blueberries","119,74,23",,3,3,True
v360,"Chicken Breast,Pineapple,Blueberries,Honeydew","119,74,23,41",,4,4,True
v361,"Chicken Breast,Pineapple,Blueberries,Honeydew","119,74,23,41",,4,4,True
v362,"Chicken Breast,Pineapple,Blueberries,Honeydew","119,74,23,41",,4,4,True
v363,"Chicken Breast,Pineapple,Blueberries,Honeydew","119,74,23,77",,4,4,True
v364,"Chicken Breast,Pineapple,Blueberries,Honeydew","119,74,23,77",,4,4,True
v365,"Chicken Breast,Pineapple,Blueberries,Honeydew","119,43,23,77",,4,4,True
v366,"Chicken Breast,Pineapple,Blueberries,Honeydew","119,43,23,77",,4,4,True
v367,"Chicken Breast,Pineapple,Blueberries,Honeydew","119,43,23,77",,4,4,True
v368,"Chicken Breast,Pineapple,Blueberries,Honeydew","119,43,23,77",,4,4,True
v369,"Chicken Breast,Pineapple,Blueberries,Honeydew","119,43,23,77",,4,4,True
v370,"Chicken Breast,Pineapple,Blueberries,Honeydew","119,43,23,77",,4,4,True
v371,"Chicken Breast,Pineapple,Blueberries,Honeydew","119,30,23,77",,4,4,True
v372,"Chicken Breast,Pineapple,Blueberries,Honeydew","119,30,23,77",,4,4,True
v373,"Chicken Breast,Pineapple,Blueberries,Honeydew","119,30,13,77",,4,4,True
v374,"Chicken Breast,Pineapple,Blueberries,Honeydew","119,30,13,77",,4,4,True
v375,"Chicken Breast,Cantaloupe","119,44",,2,2,True
v376,"Chicken Breast,Cantaloupe","119,44",,2,2,True
v377,"Chicken Breast,Cantaloupe","119,44",,2,2,True
v378,"Chicken Breast,Cantaloupe","119,44",,2,2,True
v379,"Chicken Breast,Cantaloupe","119,52",,2,2,True
v380,"Chicken Breast,Cantaloupe","119,52",,2,2,True
v381,"Chicken Breast,Cantaloupe","119,52",,2,2,True
v382,"Chicken Breast,Cantaloupe","119,52",,2,2,True
v383,"Chicken Breast,Cantaloupe","119,52",,2,2,True
v384,"Chicken Breast,Cantaloupe","119,69",,2,2,True
v385,"Chicken Breast,Cantaloupe","119,69",,2,2,True
v386,"Chicken Breast,Cantaloupe","119,69",,2,2,True
v387,"Chicken Breast,Cantaloupe","119,69",,2,2,True
v388,"Chicken Breast,Cantaloupe","119,69",,2,2,True
v389,"Chicken Breast,Cantaloupe,Pineapple","119,69,43",,3,3,True
v390,"Chicken Breast,Cantaloupe,Pineapple","119,69,43",,3,3,True
v391,"Chicken Breast,Cantaloupe,Pineapple","119,69,43",,3,3,True
v392,"Chicken Breast,Cantaloupe,Pineapple,Blueberries","119,69,43,13",,4,4,True
v393,"Chicken Breast,Cantaloupe,Pineapple,Blueberries","119,69,43,13",,4,4,True
v394,"Chicken Breast,Cantaloupe,Pineapple,Blueberries","119,69,43,13",,4,4,True
v395,"Chicken Breast,Cantaloupe,Pineapple,Blueberries,Honeydew","119,69,43,13,41",,5,5,True
v396,"Chicken Breast,Cantaloupe,Pineapple,Blueberries,Egg","119,69,43,13,55",,5,5,True
v397,"Chicken Breast,Cantaloupe,Pineapple,Blueberries,Egg","119,69,43,13,55",,5,5,True
v398,"Chicken Breast,Cantaloupe,Pineapple,Blueberries,Egg","119,69,43,13,55",,5,5,True
v399,"Chicken Breast,Cantaloupe,Pineapple,Blueberries,Egg","119,69,43,13,55",,5,5,True
v400,"Chicken Breast,Cantaloupe,Pineapple,Blueberries,Egg","119,69,43,13,55",,5,5,True
v401,"Chicken Breast,Cantaloupe,Pineapple,Blueberries,Egg,Honeydew","119,69,43,13,55,41",,6,6,True
v402,"Chicken Breast,Cantaloupe,Pineapple,Blueberries,Egg,Honeydew","119,69,43,13,55,41",,6,6,True
v403,"Chicken Breast,Cantaloupe,Pineapple,Blueberries,Egg,Honeydew","119,69,43,13,55,41",,6,6,True
v404,"Chicken Breast,Cantaloupe,Pineapple,Blueberries,Egg,Honeydew","119,69,43,13,55,41",,6,6,True
v405,"Chicken Breast,Cantaloupe,Pineapple,Blueberries,Egg,Honeydew","119,69,43,13,55,41",,6,6,True
v406,"Chicken Breast,Cantaloupe,Pineapple,Blueberries,Egg,Honeydew","119,69,43,13,55,41",,6,6,True
v407,"Chicken Breast,Cantaloupe,Pineapple,Blueberries,Egg,Honeydew","119,69,43,23,55,41",,6,6,True
v408,"Chicken Breast,Cantaloupe,Pineapple,Blueberries,Egg,Honeydew","119,69,43,23,55,41",,6,6,True
v409,"Chicken Breast,Cantaloupe,Pineapple,Blueberries,Egg,Honeydew, Strawberries","119,69,43,23,55,41,36",,7,7,True
v410,Egg,55,,1,1,True
v411,Egg,55,,1,1,True
v412,Egg,55,,1,1,True
v413,Egg,55,,1,1,True
v414,Egg,55,,1,1,True
v415,Egg,55,,1,1,True
v416,Egg,55,,1,1,True
v417,Egg,55,,1,1,True
v418,Egg,55,,1,1,True
v419,Egg,55,,1,1,True
v420,Egg,55,,1,1,True
v421,"Egg,Cantaloupe","55,44",,2,2,True
v422,"Egg,Cantaloupe","55,44",,2,2,True
v423,"Egg,Cantaloupe","55,52",,2,2,True
v424,"Egg,Cantaloupe","55,69",,2,2,True
v425,"Egg,Cantaloupe","55,69",,2,2,True
v426,"Egg,Cantaloupe,Pineapple","55,69,30",,3,3,True
v427,"Egg,Cantaloupe,Pineapple","55,69,30",,3,3,True
v428,"Egg,Cantaloupe,Pineapple","55,69,43",,3,3,True
v429,"Egg,Cantaloupe,Pineapple","55,69,30",,3,3,True
v430,"Egg,Cantaloupe,Pineapple","55,69,30",,3,3,True
v431,"Egg,Cantaloupe,Pineapple","55,69,30",,3,3,True
v432,"Egg,Cantaloupe,Pineapple","55,69,30",,3,3,True
v433,"Egg,Cantaloupe,Pineapple","55,69,30",,3,3,True
v434,"Egg,Cantaloupe,Pineapple","55,69,30",,3,3,True
v435,"Egg,Cantaloupe,Pineapple,Strawberries","55,69,30,36",,4,4,True
v436,Cantaloupe,44,,1,1,True
v437,Cantaloupe,44,,1,1,True
v438,Cantaloupe,44,,1,1,True
v439,Cantaloupe,44,,1,1,True
v440,Cantaloupe,44,,1,1,True
v441,Cantaloupe,44,,1,1,True
v442,Cantaloupe,44,,1,1,True
v443,Cantaloupe,44,,1,1,True
v444,Cantaloupe,52,,1,1,True
v445,Cantaloupe,52,,1,1,True
v446,Cantaloupe,52,,1,1,True
v447,Cantaloupe,52,,1,1,True
v448,Cantaloupe,52,,1,1,True
v449,Cantaloupe,52,,1,1,True
v450,Cantaloupe,52,,1,1,True
v451,Cantaloupe,52,,1,1,True
v452,Cantaloupe,52,,1,1,True
v453,Cantaloupe,52,,1,1,True
v454,Cantaloupe,69,,1,1,True
v455,Cantaloupe,69,,1,1,True
v456,"Cantaloupe,Honeydew","69,41",,2,2,True
v457,"Cantaloupe,Honeydew","69,41",,2,2,True
v458,"Cantaloupe,Honeydew","69,77",,2,2,True
v459,Honeydew,77,,1,1,True
v460,Honeydew,77,,1,1,True
v461,Honeydew,77,,1,1,True
v462,Honeydew,77,,1,1,True
v463,Honeydew,77,,1,1,True
v464,Honeydew,77,,1,1,True
v465,Honeydew,77,,1,1,True
v466,Honeydew,77,,1,1,True
v467,Honeydew,77,,1,1,True
e172,Mushrooms,10,,1,1,True
e173,Mushrooms,10,,1,1,True
e174,Mushrooms,10,,1,1,True
e175,Mushrooms,18,,1,1,True
e176,Mushrooms,18,,1,1,True
e177,Mushrooms,18,,1,1,True
e178,Mushrooms,24,,1,1,True
e179,Mushrooms,24,,1,1,True
e180,Mushrooms,34,,1,1,True
e181,Mushrooms,34,,1,1,True
e182,Raisins,10,,1,1,True
e183,Raisins,10,,1,1,True
e184,Raisins,31,,1,1,True
e185,Raisins,31,,1,1,True
e186,Raisins,44,,1,1,True
e187,Raisins,44,,1,1,True
e188,"Mushrooms,Raisins","9,44",,2,2,True
e189,"Mushrooms,Raisins","9,44",,2,2,True
e190,"Mushrooms,Raisins","20,20",,2,2,True
e191,"Mushrooms,Raisins","20,20",,2,2,True
e192,"Mushrooms,Raisins","20,20",,2,2,True
e193,Jujube,8,,1,1,True
e194,Jujube,8,,1,1,True
e195,Jujube,8,,1,1,True
e196,Jujube,8,,1,1,True
e197,Jujube,11,,1,1,True
e198,Jujube,11,,1,1,True
e199,Jujube,11,,1,1,True
e200,Jujube,11,,1,1,True
e201,Jujube,7,,1,1,True
e202,Jujube,7,,1,1,True
e203,Jujube,7,,1,1,True
e204,Jujube,7,,1,1,True
e205,Jujube,10,,1,1,True
e206,Jujube,10,,1,1,True
e207,Jujube,10,,1,1,True
e208,Jujube,10,,1,1,True
e209,Jujube,17,,1,1,True
e210,Jujube,17,,1,1,True
e211,Jujube,17,,1,1,True
e212,Jujube,17,,1,1,True
e213,Garlic,12,,1,1,True
e214,Garlic,12,,1,1,True
e215,Garlic,12,,1,1,True
e216,Garlic,21,,1,1,True
e217,Garlic,21,,1,1,True
e218,Garlic,21,,1,1,True
e219,Garlic,21,,1,1,True
e220,Garlic,15,,1,1,True
e221,Garlic,15,,1,1,True
e222,Garlic,15,,1,1,True
e223,Garlic,15,,1,1,True
e224,Garlic,9,,1,1,True
e225,Garlic,9,,1,1,True
e226,Garlic,9,,1,1,True
e227,Garlic,9,,1,1,True
e228,Cauliflower,14,,1,1,True
e229,Cauliflower,14,,1,1,True
e230,Cauliflower,14,,1,1,True
e231,Cauliflower,14,,1,1,True
e232,Cauliflower,31,,1,1,True
e233,Cauliflower,31,,1,1,True
e234,Cauliflower,31,,1,1,True
e235,Cauliflower,31,,1,1,True
e236,Cauliflower,5,,1,1,True
e237,Cauliflower,5,,1,1,True
e238,Cauliflower,7,,1,1,True
e239,Cauliflower,7,,1,1,True
e240,Cauliflower,6,,1,1,True
e241,Cauliflower,6,,1,1,True
e242,Cauliflower,12,,1,1,True
e243,Cauliflower,12,,1,1,True
e244,Cauliflower,12,,1,1,True
e245,Cauliflower,11,,1,1,True
e246,Cauliflower,11,,1,1,True
e247,Cauliflower,11,,1,1,True
e248,Broccoli,5,,1,1,True
e249,Broccoli,5,,1,1,True
e250,Broccoli,7,,1,1,True
e251,Broccoli,7,,1,1,True
e252,Broccoli,6,,1,1,True
e253,Broccoli,6,,1,1,True
e254,Broccoli,10,,1,1,True
e255,Broccoli,10,,1,1,True
e256,Broccoli,16,,1,1,True
e257,Broccoli,16,,1,1,True
e258,Raisins,11,,1,1,True
e259,Raisins,11,,1,1,True
e260,Raisins,11,,1,1,True
e261,Raisins,11,,1,1,True
e262,Raisins,4,,1,1,True
e263,Raisins,4,,1,1,True
e264,Raisins,4,,1,1,True
e265,Raisins,4,,1,1,True
e266,Raisins,15,,1,1,True
e267,Raisins,15,,1,1,True
e268,Raisins,15,,1,1,True
e269,Raisins,15,,1,1,True
e270,Raisins,20,,1,1,True
e271,Raisins,20,,1,1,True
e272,Raisins,20,,1,1,True
e273,Raisins,20,,1,1,True
e274,Raisins,25,,1,1,True
e275,Raisins,25,,1,1,True
e276,Raisins,25,,1,1,True
e277,Raisins,25,,1,1,True
e278,Raisins,30,,1,1,True
e279,Raisins,30,,1,1,True
e280,Raisins,30,,1,1,True
e281,Raisins,30,,1,1,True
e282,Raisins,40,,1,1,True
e283,Raisins,40,,1,1,True
e284,Raisins,40,,1,1,True
e285,Raisins,40,,1,1,True
e286,Raisins,50,,1,1,True
e287,Raisins,50,,1,1,True
e288,Raisins,50,,1,1,True
e289,Raisins,50,,1,1,True
e290,Raisins,60,,1,1,True
e291,Raisins,60,,1,1,True
e292,Raisins,60,,1,1,True
e293,Raisins,60,,1,1,True
e294,Raisins,70,,1,1,True
e295,Raisins,70,,1,1,True
e296,Raisins,70,,1,1,True
e297,Raisins,70,,1,1,True
e298,Raisins,80,,1,1,True
e299,Raisins,80,,1,1,True
e300,Raisins,80,,1,1,True
e301,Raisins,80,,1,1,True
e302,Mushrooms,19,,1,1,True
e303,Mushrooms,19,,1,1,True
e304,Mushrooms,19,,1,1,True
e305,Mushrooms,19,,1,1,True
e306,Mushrooms,16,,1,1,True
e307,Mushrooms,16,,1,1,True
e308,Mushrooms,16,,1,1,True
e309,Mushrooms,16,,1,1,True
e310,Mushrooms,9,,1,1,True
e311,Mushrooms,9,,1,1,True
e312,Mushrooms,9,,1,1,True
e313,Mushrooms,9,,1,1,True
e314,Mushrooms,15,,1,1,True
e315,Mushrooms,15,,1,1,True
e316,Mushrooms,15,,1,1,True
e317,Mushrooms,15,,1,1,True
e318,Mushrooms,24,,1,1,True
e319,Mushrooms,24,,1,1,True
e320,Mushrooms,24,,1,1,True
e321,Mushrooms,24,,1,1,True
e322,Mushrooms,21,,1,1,True
e323,Mushrooms,21,,1,1,True
e324,Mushrooms,21,,1,1,True
e325,Mushrooms,21,,1,1,True
e326,Mushrooms,39,,1,1,True
e327,Mushrooms,39,,1,1,True
e328,Mushrooms,39,,1,1,True
e329,Mushrooms,39,,1,1,True
e330,Mushrooms,32,,1,1,True
e331,Mushrooms,32,,1,1,True
e332,Mushrooms,32,,1,1,True
e333,Mushrooms,32,,1,1,True
e334,Mushrooms,22,,1,1,True
e335,Mushrooms,22,,1,1,True
e336,Mushrooms,22,,1,1,True
e337,Mushrooms,22,,1,1,True
e338,Mushrooms,33,,1,1,True
e339,Mushrooms,33,,1,1,True
e340,Mushrooms,33,,1,1,True
e341,Mushrooms,33,,1,1,True
e342,Mushrooms,34,,1,1,True
e343,Mushrooms,34,,1,1,True
e344,Mushrooms,34,,1,1,True
e345,Mushrooms,34,,1,1,True
e346,"Cauliflower,Broccoli","12,8",,2,2,True
e347,"Cauliflower,Broccoli","12,8",,2,2,True
e348,"Cauliflower,Broccoli","12,11",,2,2,True
e349,"Cauliflower,Broccoli","12,11",,2,2,True
e350,"Cauliflower,Broccoli","25,11",,2,2,True
e351,"Cauliflower,Broccoli","25,11",,2,2,True
e352,"Cauliflower,Broccoli","25,18",,2,2,True
e353,"Cauliflower,Broccoli","25,18",,2,2,True
e354,"Cauliflower,Broccoli","25,18",,2,2,True
e355,"Cauliflower,Broccoli","25,18",,2,2,True
e356,"Cauliflower,Broccoli","8,18",,2,2,True
e357,"Cauliflower,Broccoli","8,18",,2,2,True
e358,"Cauliflower,Broccoli","24,22",,2,2,True
e359,"Cauliflower,Broccoli","24,22",,2,2,True
e360,"Cauliflower,Broccoli","24,22",,2,2,True
e361,"Cauliflower,Broccoli","24,22",,2,2,True
e362,"Cauliflower,Mushrooms","25,21",,2,2,True
e363,"Cauliflower,Mushrooms","25,21",,2,2,True
e364,"Cauliflower,Mushrooms","25,37",,2,2,True
e365,"Cauliflower,Mushrooms","25,37",,2,2,True
e366,"Cauliflower,Mushrooms","12,15",,2,2,True
e367,"Cauliflower,Mushrooms","12,15",,2,2,True
e368,"Cauliflower,Mushrooms","12,15",,2,2,True
e369,"Cauliflower,Mushrooms","12,15",,2,2,True
e370,"Cauliflower,Mushrooms","18,24",,2,2,True
e371,"Cauliflower,Mushrooms","18,24",,2,2,True
e372,"Cauliflower,Mushrooms","18,24",,2,2,True
e373,"Cauliflower,Mushrooms","18,24",,2,2,True
e374,"Cauliflower,Mushrooms","14,11",,2,2,True
e375,"Cauliflower,Mushrooms","14,11",,2,2,True
e376,"Cauliflower,Mushrooms","14,11",,2,2,True
e377,"Cauliflower,Mushrooms","14,11",,2,2,True
e378,Jujube,11,,1,1,True
e379,Jujube,11,,1,1,True
e380,Jujube,11,,1,1,True
e381,Jujube,11,,1,1,True
e382,Jujube,11,,1,1,True
e383,Jujube,7,,1,1,True
e384,Jujube,7,,1,1,True
e385,Jujube,7,,1,1,True
e386,Jujube,7,,1,1,True
e387,Jujube,7,,1,1,True
e388,Jujube,14,,1,1,True
e389,Jujube,14,,1,1,True
e390,Jujube,14,,1,1,True
e391,Jujube,14,,1,1,True
e392,Jujube,14,,1,1,True
e393,Jujube,15,,1,1,True
e394,Jujube,15,,1,1,True
e395,Jujube,15,,1,1,True
e396,Jujube,15,,1,1,True
e397,Jujube,15,,1,1,True
e398,Jujube,17,,1,1,True
e399,Jujube,17,,1,1,True
e400,Jujube,17,,1,1,True
e401,Jujube,17,,1,1,True
e402,Jujube,17,,1,1,True
e403,Jujube,6,,1,1,True
e404,Jujube,6,,1,1,True
e405,Jujube,6,,1,1,True
e406,Jujube,6,,1,1,True
e407,Jujube,6,,1,1,True
e408,Jujube,8,,1,1,True
e409,Jujube,8,,1,1,True
e410,Jujube,8,,1,1,True
e411,Jujube,8,,1,1,True
e412,Jujube,8,,1,1,True
e413,Jujube,10,,1,1,True
e414,Jujube,10,,1,1,True
e415,Jujube,10,,1,1,True
e416,Jujube,10,,1,1,True
e417,Jujube,10,,1,1,True
e418,Garlic,11,,1,1,True
e419,Garlic,11,,1,1,True
e420,Garlic,11,,1,1,True
e421,Garlic,6,,1,1,True
e422,Garlic,6,,1,1,True
e423,Garlic,6,,1,1,True
e424,Garlic,7,,1,1,True
e425,Garlic,7,,1,1,True
e426,Garlic,7,,1,1,True
e427,Garlic,10,,1,1,True
e428,Garlic,10,,1,1,True
e429,Garlic,10,,1,1,True
e430,Garlic,13,,1,1,True
e431,Garlic,13,,1,1,True
e432,Garlic,13,,1,1,True